cntry,country full name,Laborforce_female,Unemployment_female,eqwrkbg,eqpolbg,eqmgmbg,eqpaybg,eqparep,eqparlv,freinsw,fineqpy
NL,Netherlands,47.11417366,3.815,2,6,5,6,3,5,2,2
NL,Netherlands,47.11417366,3.815,2,5,5,3,2,4,3,1
NL,Netherlands,47.11417366,3.815,5,6,6,6,3,5,1,2
NL,Netherlands,47.11417366,3.815,5,6,6,6,1,1,1,1
NL,Netherlands,47.11417366,3.815,6,6,6,6,3,3,1,2
NL,Netherlands,47.11417366,3.815,5,4,4,5,4,4,2,2
NL,Netherlands,47.11417366,3.815,5,6,5,5,3,2,5,1
NL,Netherlands,47.11417366,3.815,4,4,4,4,3,1,1,2
NL,Netherlands,47.11417366,3.815,5,5,5,5,4,1,3,2
NL,Netherlands,47.11417366,3.815,3,4,4,5,5,5,4,4
NL,Netherlands,47.11417366,3.815,3,2,4,5,3,1,3,2
NL,Netherlands,47.11417366,3.815,3,5,5,6,4,4,2,1
NL,Netherlands,47.11417366,3.815,4,5,4,4,3,1,3,3
NL,Netherlands,47.11417366,3.815,1,1,2,5,5,5,5,5
NL,Netherlands,47.11417366,3.815,5,6,6,6,1,2,2,1
NL,Netherlands,47.11417366,3.815,6,6,6,6,2,1,2,1
NL,Netherlands,47.11417366,3.815,2,3,3,4,2,5,2,4
NL,Netherlands,47.11417366,3.815,5,6,6,6,2,3,1,3
NL,Netherlands,47.11417366,3.815,5,6,6,6,1,1,4,2
NL,Netherlands,47.11417366,3.815,4,6,6,6,3,1,1,1
NL,Netherlands,47.11417366,3.815,5,5,5,5,2,3,1,1
NL,Netherlands,47.11417366,3.815,5,5,4,6,4,3,2,2
NL,Netherlands,47.11417366,3.815,3,5,4,6,2,5,2,2
NL,Netherlands,47.11417366,3.815,4,5,5,5,2,3,2,2
NL,Netherlands,47.11417366,3.815,2,5,3,4,4,1,1,4
NL,Netherlands,47.11417366,3.815,6,6,4,6,3,1,1,2
NL,Netherlands,47.11417366,3.815,6,6,6,6,2,1,2,2
NL,Netherlands,47.11417366,3.815,4,6,5,5,4,5,1,5
NL,Netherlands,47.11417366,3.815,4,6,6,6,1,1,3,1
NL,Netherlands,47.11417366,3.815,4,5,5,6,3,1,1,2
NL,Netherlands,47.11417366,3.815,6,6,6,6,2,3,2,2
NL,Netherlands,47.11417366,3.815,4,5,5,6,3,2,5,2
NL,Netherlands,47.11417366,3.815,2,2,2,2,5,5,2,2
NL,Netherlands,47.11417366,3.815,4,3,5,6,4,4,1,3
NL,Netherlands,47.11417366,3.815,6,6,6,6,5,1,1,1
NL,Netherlands,47.11417366,3.815,5,4,4,6,2,4,1,1
NL,Netherlands,47.11417366,3.815,5,5,4,5,3,2,3,3
NL,Netherlands,47.11417366,3.815,5,6,6,6,4,4,2,2
NL,Netherlands,47.11417366,3.815,6,6,6,4,2,4,2,2
NL,Netherlands,47.11417366,3.815,4,5,5,5,5,8,5,1
NL,Netherlands,47.11417366,3.815,6,6,6,6,3,5,2,3
NL,Netherlands,47.11417366,3.815,4,5,6,6,2,2,1,2
NL,Netherlands,47.11417366,3.815,5,5,5,5,3,3,2,3
NL,Netherlands,47.11417366,3.815,6,6,6,6,2,5,2,1
NL,Netherlands,47.11417366,3.815,3,3,3,5,3,3,2,1
NL,Netherlands,47.11417366,3.815,5,5,5,6,4,3,2,2
NL,Netherlands,47.11417366,3.815,6,5,5,5,3,2,1,1
NL,Netherlands,47.11417366,3.815,6,4,6,6,3,2,1,1
NL,Netherlands,47.11417366,3.815,3,3,4,5,2,4,2,2
NL,Netherlands,47.11417366,3.815,4,2,3,6,1,1,1,3
NL,Netherlands,47.11417366,3.815,3,3,4,5,8,3,2,4
NL,Netherlands,47.11417366,3.815,6,4,4,6,4,5,1,1
NL,Netherlands,47.11417366,3.815,4,6,3,3,5,5,2,5
NL,Netherlands,47.11417366,3.815,4,4,4,4,3,2,2,2
NL,Netherlands,47.11417366,3.815,3,2,4,5,4,4,4,2
NL,Netherlands,47.11417366,3.815,2,4,5,3,5,5,1,4
NL,Netherlands,47.11417366,3.815,2,3,3,3,4,4,2,2
NL,Netherlands,47.11417366,3.815,4,6,5,6,3,4,1,3
NL,Netherlands,47.11417366,3.815,6,6,6,6,2,4,2,2
NL,Netherlands,47.11417366,3.815,6,6,6,6,5,5,5,1
NL,Netherlands,47.11417366,3.815,2,5,5,6,2,3,2,4
NL,Netherlands,47.11417366,3.815,5,3,6,5,3,3,2,3
NL,Netherlands,47.11417366,3.815,5,4,4,6,3,2,3,1
NL,Netherlands,47.11417366,3.815,3,4,3,5,4,4,2,2
NL,Netherlands,47.11417366,3.815,6,5,5,5,4,2,2,4
NL,Netherlands,47.11417366,3.815,8,0,0,5,5,1,4,1
NL,Netherlands,47.11417366,3.815,6,6,6,6,1,2,2,1
NL,Netherlands,47.11417366,3.815,5,5,5,5,5,5,2,1
NL,Netherlands,47.11417366,3.815,3,3,3,3,5,2,1,1
NL,Netherlands,47.11417366,3.815,6,6,5,6,4,5,2,1
NL,Netherlands,47.11417366,3.815,6,6,6,6,5,4,5,1
NL,Netherlands,47.11417366,3.815,4,5,5,6,3,3,2,1
NL,Netherlands,47.11417366,3.815,3,3,3,6,5,5,3,5
NL,Netherlands,47.11417366,3.815,4,6,6,6,1,2,3,4
NL,Netherlands,47.11417366,3.815,5,5,5,6,3,2,1,2
NL,Netherlands,47.11417366,3.815,8,6,6,6,1,1,2,1
NL,Netherlands,47.11417366,3.815,5,5,5,5,2,4,5,3
NL,Netherlands,47.11417366,3.815,3,6,6,6,4,5,2,1
NL,Netherlands,47.11417366,3.815,6,3,4,6,4,2,2,2
NL,Netherlands,47.11417366,3.815,6,5,5,5,3,1,2,3
NL,Netherlands,47.11417366,3.815,5,6,6,6,2,1,1,3
NL,Netherlands,47.11417366,3.815,3,4,6,8,3,1,4,3
NL,Netherlands,47.11417366,3.815,6,6,6,6,1,1,1,4
NL,Netherlands,47.11417366,3.815,5,3,3,6,3,1,1,2
NL,Netherlands,47.11417366,3.815,5,6,6,6,5,3,1,3
NL,Netherlands,47.11417366,3.815,6,6,6,6,3,1,1,1
NL,Netherlands,47.11417366,3.815,6,6,6,6,5,1,1,1
NL,Netherlands,47.11417366,3.815,3,3,3,5,5,3,1,5
NL,Netherlands,47.11417366,3.815,6,6,6,6,2,2,2,2
NL,Netherlands,47.11417366,3.815,2,4,3,6,4,4,1,1
NL,Netherlands,47.11417366,3.815,4,6,6,6,4,5,4,2
NL,Netherlands,47.11417366,3.815,0,6,6,6,2,1,1,4
NL,Netherlands,47.11417366,3.815,8,5,6,6,2,2,3,3
NL,Netherlands,47.11417366,3.815,3,3,4,5,3,4,1,3
NL,Netherlands,47.11417366,3.815,5,6,6,6,1,2,1,1
NL,Netherlands,47.11417366,3.815,5,6,6,6,2,2,1,1
NL,Netherlands,47.11417366,3.815,6,6,6,6,3,3,2,1
NL,Netherlands,47.11417366,3.815,5,6,6,6,2,4,1,8
NL,Netherlands,47.11417366,3.815,6,6,6,6,1,3,1,2
NL,Netherlands,47.11417366,3.815,3,3,3,3,5,3,3,3
NL,Netherlands,47.11417366,3.815,3,2,2,3,5,4,4,4
NL,Netherlands,47.11417366,3.815,6,6,6,6,4,4,2,1
NL,Netherlands,47.11417366,3.815,6,6,3,6,3,1,1,3
NL,Netherlands,47.11417366,3.815,4,5,5,5,3,4,1,2
NL,Netherlands,47.11417366,3.815,5,5,5,6,2,2,1,1
NL,Netherlands,47.11417366,3.815,5,6,6,6,2,2,1,1
NL,Netherlands,47.11417366,3.815,6,6,6,6,3,3,1,1
NL,Netherlands,47.11417366,3.815,6,6,6,6,1,1,1,1
NL,Netherlands,47.11417366,3.815,5,5,5,6,1,2,5,5
NL,Netherlands,47.11417366,3.815,6,6,6,6,2,1,1,1
NL,Netherlands,47.11417366,3.815,6,6,6,6,1,1,3,1
NL,Netherlands,47.11417366,3.815,6,6,6,6,1,5,1,1
NL,Netherlands,47.11417366,3.815,6,6,6,6,4,1,1,1
NL,Netherlands,47.11417366,3.815,3,6,6,6,1,1,2,3
NL,Netherlands,47.11417366,3.815,6,6,6,6,2,3,2,1
NL,Netherlands,47.11417366,3.815,5,4,6,5,3,4,1,1
NL,Netherlands,47.11417366,3.815,3,6,6,6,4,3,2,3
NL,Netherlands,47.11417366,3.815,6,6,6,6,2,2,2,1
NL,Netherlands,47.11417366,3.815,3,3,3,3,5,5,5,3
NL,Netherlands,47.11417366,3.815,3,3,3,3,2,2,4,1
NL,Netherlands,47.11417366,3.815,5,4,4,5,3,4,3,1
NL,Netherlands,47.11417366,3.815,2,3,3,4,3,3,2,2
NL,Netherlands,47.11417366,3.815,6,5,5,6,3,3,2,2
NL,Netherlands,47.11417366,3.815,4,6,5,5,2,2,3,3
NL,Netherlands,47.11417366,3.815,6,5,5,6,4,4,1,4
NL,Netherlands,47.11417366,3.815,4,5,6,6,2,3,2,1
NL,Netherlands,47.11417366,3.815,4,5,5,5,2,1,1,2
NL,Netherlands,47.11417366,3.815,1,5,6,3,4,4,1,4
NL,Netherlands,47.11417366,3.815,6,6,6,6,5,3,1,1
NL,Netherlands,47.11417366,3.815,4,6,6,4,3,1,3,2
NL,Netherlands,47.11417366,3.815,6,4,5,5,3,3,2,2
NL,Netherlands,47.11417366,3.815,3,4,6,6,2,5,1,1
NL,Netherlands,47.11417366,3.815,5,3,4,4,2,1,1,2
NL,Netherlands,47.11417366,3.815,5,5,4,5,4,3,2,3
NL,Netherlands,47.11417366,3.815,6,5,5,6,3,1,2,3
NL,Netherlands,47.11417366,3.815,5,4,4,5,3,1,2,1
NL,Netherlands,47.11417366,3.815,6,6,6,6,5,5,2,1
NL,Netherlands,47.11417366,3.815,6,6,6,4,3,2,3,3
NL,Netherlands,47.11417366,3.815,4,6,6,4,2,5,3,1
NL,Netherlands,47.11417366,3.815,5,6,6,6,4,3,3,1
NL,Netherlands,47.11417366,3.815,6,8,6,6,1,2,1,1
NL,Netherlands,47.11417366,3.815,5,6,6,6,2,2,1,3
NL,Netherlands,47.11417366,3.815,3,6,5,6,4,4,3,2
NL,Netherlands,47.11417366,3.815,4,5,5,5,2,4,2,2
NL,Netherlands,47.11417366,3.815,6,6,6,8,4,2,1,1
NL,Netherlands,47.11417366,3.815,6,6,6,5,4,2,2,2
NL,Netherlands,47.11417366,3.815,5,6,6,5,5,3,2,3
NL,Netherlands,47.11417366,3.815,5,3,4,5,4,5,5,2
NL,Netherlands,47.11417366,3.815,3,5,5,5,3,3,2,3
NL,Netherlands,47.11417366,3.815,5,5,5,5,2,2,3,3
NL,Netherlands,47.11417366,3.815,3,5,4,6,3,4,2,1
NL,Netherlands,47.11417366,3.815,5,6,6,6,3,2,1,1
NL,Netherlands,47.11417366,3.815,4,5,5,5,4,3,2,2
NL,Netherlands,47.11417366,3.815,6,6,6,6,2,1,2,1
NL,Netherlands,47.11417366,3.815,4,6,6,6,4,5,2,1
NL,Netherlands,47.11417366,3.815,6,6,6,6,2,3,2,2
NL,Netherlands,47.11417366,3.815,5,4,4,6,3,4,2,2
NL,Netherlands,47.11417366,3.815,6,6,6,6,2,1,1,1
NL,Netherlands,47.11417366,3.815,4,6,6,6,5,4,3,2
NL,Netherlands,47.11417366,3.815,5,4,5,5,2,3,2,2
NL,Netherlands,47.11417366,3.815,5,5,6,6,5,2,4,4
NL,Netherlands,47.11417366,3.815,5,6,6,6,1,2,5,5
NL,Netherlands,47.11417366,3.815,3,6,6,6,3,4,2,1
NL,Netherlands,47.11417366,3.815,5,6,6,6,3,2,2,2
NL,Netherlands,47.11417366,3.815,6,6,6,6,5,2,1,1
NL,Netherlands,47.11417366,3.815,8,8,6,8,8,8,2,8
NL,Netherlands,47.11417366,3.815,6,6,5,6,2,1,1,1
NL,Netherlands,47.11417366,3.815,5,6,6,5,3,2,1,1
NL,Netherlands,47.11417366,3.815,3,6,6,6,4,1,4,1
NL,Netherlands,47.11417366,3.815,3,6,6,6,2,1,3,1
NL,Netherlands,47.11417366,3.815,4,5,5,6,3,4,2,2
NL,Netherlands,47.11417366,3.815,5,6,6,6,3,3,1,1
NL,Netherlands,47.11417366,3.815,2,6,6,6,3,1,4,4
NL,Netherlands,47.11417366,3.815,6,6,6,6,2,1,3,2
NL,Netherlands,47.11417366,3.815,5,5,5,5,4,4,3,4
NL,Netherlands,47.11417366,3.815,3,6,6,6,1,2,1,1
NL,Netherlands,47.11417366,3.815,6,5,5,6,3,2,2,2
NL,Netherlands,47.11417366,3.815,3,3,0,4,3,3,1,5
NL,Netherlands,47.11417366,3.815,5,3,3,4,3,8,2,2
NL,Netherlands,47.11417366,3.815,5,6,3,4,4,4,2,2
NL,Netherlands,47.11417366,3.815,6,6,6,6,3,2,2,1
NL,Netherlands,47.11417366,3.815,4,4,4,5,2,4,4,4
NL,Netherlands,47.11417366,3.815,4,6,6,6,1,1,1,1
NL,Netherlands,47.11417366,3.815,5,6,6,6,2,4,1,1
NL,Netherlands,47.11417366,3.815,2,3,4,5,4,5,5,2
NL,Netherlands,47.11417366,3.815,5,6,6,6,1,2,5,5
NL,Netherlands,47.11417366,3.815,4,3,3,6,4,5,2,4
NL,Netherlands,47.11417366,3.815,4,6,6,6,1,3,1,1
NL,Netherlands,47.11417366,3.815,6,6,6,6,4,5,2,1
NL,Netherlands,47.11417366,3.815,5,6,6,6,4,2,2,2
NL,Netherlands,47.11417366,3.815,2,4,4,6,1,1,3,4
NL,Netherlands,47.11417366,3.815,4,4,5,6,3,3,1,1
NL,Netherlands,47.11417366,3.815,6,0,1,5,1,5,5,1
NL,Netherlands,47.11417366,3.815,2,5,5,5,2,2,3,3
NL,Netherlands,47.11417366,3.815,6,5,6,5,3,2,1,2
NL,Netherlands,47.11417366,3.815,6,6,6,6,1,1,1,1
NL,Netherlands,47.11417366,3.815,5,4,3,5,1,1,4,1
NL,Netherlands,47.11417366,3.815,6,6,6,4,4,4,2,1
NL,Netherlands,47.11417366,3.815,6,6,6,6,2,1,2,1
NL,Netherlands,47.11417366,3.815,3,3,3,3,4,5,2,4
NL,Netherlands,47.11417366,3.815,4,3,3,5,5,5,2,1
NL,Netherlands,47.11417366,3.815,2,3,6,3,3,3,3,1
NL,Netherlands,47.11417366,3.815,5,5,3,6,3,2,5,3
NL,Netherlands,47.11417366,3.815,5,6,6,6,1,4,1,1
NL,Netherlands,47.11417366,3.815,4,5,5,5,3,2,1,1
NL,Netherlands,47.11417366,3.815,6,5,5,5,3,2,3,2
NL,Netherlands,47.11417366,3.815,4,4,5,4,2,4,2,2
NL,Netherlands,47.11417366,3.815,6,6,6,6,1,2,4,1
NL,Netherlands,47.11417366,3.815,4,5,6,6,1,1,1,2
NL,Netherlands,47.11417366,3.815,6,5,4,4,3,5,4,5
NL,Netherlands,47.11417366,3.815,3,3,3,3,5,8,1,2
NL,Netherlands,47.11417366,3.815,4,6,6,6,2,3,1,1
NL,Netherlands,47.11417366,3.815,4,5,5,6,3,3,2,2
NL,Netherlands,47.11417366,3.815,8,8,8,6,5,3,8,8
NL,Netherlands,47.11417366,3.815,3,6,6,6,4,5,1,2
NL,Netherlands,47.11417366,3.815,5,6,5,6,1,1,1,1
NL,Netherlands,47.11417366,3.815,5,6,5,6,3,8,2,1
NL,Netherlands,47.11417366,3.815,6,6,6,6,1,1,1,2
NL,Netherlands,47.11417366,3.815,6,6,6,6,4,1,1,1
NL,Netherlands,47.11417366,3.815,5,6,6,6,4,1,2,2
NL,Netherlands,47.11417366,3.815,4,3,5,6,3,1,1,2
NL,Netherlands,47.11417366,3.815,5,5,5,5,4,4,2,3
NL,Netherlands,47.11417366,3.815,6,6,6,6,4,4,2,2
NL,Netherlands,47.11417366,3.815,5,5,5,6,2,2,2,2
NL,Netherlands,47.11417366,3.815,3,4,5,4,2,4,2,2
NL,Netherlands,47.11417366,3.815,6,6,6,6,2,2,1,2
NL,Netherlands,47.11417366,3.815,6,6,6,6,4,5,3,2
NL,Netherlands,47.11417366,3.815,2,5,5,3,5,2,3,2
NL,Netherlands,47.11417366,3.815,8,5,8,6,3,2,1,4
NL,Netherlands,47.11417366,3.815,8,3,5,4,3,2,2,3
NL,Netherlands,47.11417366,3.815,4,6,6,6,1,1,1,1
NL,Netherlands,47.11417366,3.815,3,3,3,6,5,3,2,2
NL,Netherlands,47.11417366,3.815,5,5,3,6,5,4,5,3
NL,Netherlands,47.11417366,3.815,3,5,4,4,4,1,3,3
NL,Netherlands,47.11417366,3.815,3,6,6,6,5,4,1,5
NL,Netherlands,47.11417366,3.815,4,4,5,6,3,3,3,3
NL,Netherlands,47.11417366,3.815,2,6,4,6,2,5,4,1
NL,Netherlands,47.11417366,3.815,6,5,5,5,1,1,1,2
NL,Netherlands,47.11417366,3.815,5,6,8,6,3,3,2,2
NL,Netherlands,47.11417366,3.815,3,3,3,4,3,4,3,2
NL,Netherlands,47.11417366,3.815,6,6,5,6,1,2,3,8
NL,Netherlands,47.11417366,3.815,4,5,5,5,2,3,2,4
NL,Netherlands,47.11417366,3.815,3,6,3,2,4,1,1,5
NL,Netherlands,47.11417366,3.815,3,3,3,5,3,5,1,1
NL,Netherlands,47.11417366,3.815,6,6,5,6,3,4,5,1
NL,Netherlands,47.11417366,3.815,7,3,3,6,4,4,2,2
NL,Netherlands,47.11417366,3.815,4,4,4,4,4,5,3,2
NL,Netherlands,47.11417366,3.815,6,6,6,6,2,4,1,1
NL,Netherlands,47.11417366,3.815,4,3,3,4,3,3,4,3
NL,Netherlands,47.11417366,3.815,3,6,3,3,3,2,3,1
NL,Netherlands,47.11417366,3.815,5,5,3,5,4,2,3,4
NL,Netherlands,47.11417366,3.815,3,6,6,6,1,2,1,4
NL,Netherlands,47.11417366,3.815,4,4,4,4,2,8,5,5
NL,Netherlands,47.11417366,3.815,6,6,6,6,5,5,3,2
NL,Netherlands,47.11417366,3.815,5,6,6,6,2,2,1,2
NL,Netherlands,47.11417366,3.815,5,6,6,6,1,2,2,1
NL,Netherlands,47.11417366,3.815,2,6,6,5,8,8,1,2
NL,Netherlands,47.11417366,3.815,0,6,6,6,2,2,1,1
NL,Netherlands,47.11417366,3.815,6,6,6,6,1,1,1,1
NL,Netherlands,47.11417366,3.815,6,6,6,6,1,1,2,1
NL,Netherlands,47.11417366,3.815,5,4,5,5,2,1,2,1
NL,Netherlands,47.11417366,3.815,4,5,5,5,3,4,2,4
NL,Netherlands,47.11417366,3.815,4,5,5,6,3,5,5,2
NL,Netherlands,47.11417366,3.815,5,3,3,3,5,2,1,2
NL,Netherlands,47.11417366,3.815,6,6,4,3,3,5,4,3
NL,Netherlands,47.11417366,3.815,5,5,4,6,3,4,4,4
NL,Netherlands,47.11417366,3.815,4,4,4,4,3,3,3,2
NL,Netherlands,47.11417366,3.815,6,5,5,5,3,2,2,5
NL,Netherlands,47.11417366,3.815,3,5,6,6,3,3,2,1
NL,Netherlands,47.11417366,3.815,6,6,6,6,2,3,3,2
NL,Netherlands,47.11417366,3.815,6,6,6,6,5,1,3,2
NL,Netherlands,47.11417366,3.815,5,5,3,3,4,4,4,2
NL,Netherlands,47.11417366,3.815,6,6,6,6,4,2,2,1
NL,Netherlands,47.11417366,3.815,5,5,6,6,4,3,3,2
NL,Netherlands,47.11417366,3.815,3,2,4,5,3,1,2,5
NL,Netherlands,47.11417366,3.815,4,5,5,6,2,5,4,1
NL,Netherlands,47.11417366,3.815,3,3,3,3,4,1,4,2
NL,Netherlands,47.11417366,3.815,6,6,6,6,4,4,1,1
NL,Netherlands,47.11417366,3.815,5,6,6,6,1,1,2,2
NL,Netherlands,47.11417366,3.815,4,3,6,6,1,1,1,1
NL,Netherlands,47.11417366,3.815,4,4,4,5,2,2,2,2
NL,Netherlands,47.11417366,3.815,6,6,6,6,5,2,1,1
NL,Netherlands,47.11417366,3.815,6,6,5,6,5,4,1,4
NL,Netherlands,47.11417366,3.815,4,5,5,5,4,4,2,2
NL,Netherlands,47.11417366,3.815,4,3,3,2,2,2,3,2
NL,Netherlands,47.11417366,3.815,5,6,6,6,4,5,4,2
NL,Netherlands,47.11417366,3.815,5,6,5,6,3,4,2,1
NL,Netherlands,47.11417366,3.815,4,4,8,4,4,2,1,2
NL,Netherlands,47.11417366,3.815,6,6,6,6,2,3,1,2
NL,Netherlands,47.11417366,3.815,6,5,5,4,3,2,2,2
NL,Netherlands,47.11417366,3.815,4,5,5,5,2,1,2,1
NL,Netherlands,47.11417366,3.815,4,5,5,5,2,5,2,2
NL,Netherlands,47.11417366,3.815,4,0,3,3,2,1,2,3
NL,Netherlands,47.11417366,3.815,4,6,6,6,4,2,2,4
NL,Netherlands,47.11417366,3.815,3,3,3,5,3,2,2,2
NL,Netherlands,47.11417366,3.815,6,6,6,6,4,1,2,1
NL,Netherlands,47.11417366,3.815,4,5,5,5,3,2,3,3
NL,Netherlands,47.11417366,3.815,6,6,6,6,2,2,2,1
NL,Netherlands,47.11417366,3.815,4,6,5,6,4,5,3,4
NL,Netherlands,47.11417366,3.815,5,6,6,6,3,1,5,2
NL,Netherlands,47.11417366,3.815,2,4,4,4,1,3,2,2
NL,Netherlands,47.11417366,3.815,6,3,6,6,1,1,3,1
NL,Netherlands,47.11417366,3.815,5,4,4,5,3,2,2,1
NL,Netherlands,47.11417366,3.815,4,6,6,6,4,2,1,1
NL,Netherlands,47.11417366,3.815,5,5,5,5,4,5,2,3
NL,Netherlands,47.11417366,3.815,4,3,3,3,3,4,3,3
NL,Netherlands,47.11417366,3.815,4,6,6,6,5,4,3,4
NL,Netherlands,47.11417366,3.815,4,5,5,5,1,1,2,2
NL,Netherlands,47.11417366,3.815,3,3,3,3,1,4,4,1
NL,Netherlands,47.11417366,3.815,6,5,6,6,4,5,2,2
NL,Netherlands,47.11417366,3.815,6,6,6,6,2,2,1,1
NL,Netherlands,47.11417366,3.815,3,5,3,5,3,4,3,2
NL,Netherlands,47.11417366,3.815,5,4,4,5,3,4,1,4
NL,Netherlands,47.11417366,3.815,2,6,6,6,4,1,2,4
NL,Netherlands,47.11417366,3.815,6,6,6,6,4,4,2,2
NL,Netherlands,47.11417366,3.815,5,6,6,6,2,2,1,1
NL,Netherlands,47.11417366,3.815,6,6,6,6,1,1,1,1
NL,Netherlands,47.11417366,3.815,5,5,5,6,1,1,1,1
NL,Netherlands,47.11417366,3.815,5,8,3,6,3,5,2,1
NL,Netherlands,47.11417366,3.815,4,5,4,5,4,4,3,2
NL,Netherlands,47.11417366,3.815,2,4,4,4,3,2,2,3
NL,Netherlands,47.11417366,3.815,5,5,5,6,1,2,2,1
NL,Netherlands,47.11417366,3.815,3,1,3,4,4,2,1,1
NL,Netherlands,47.11417366,3.815,6,6,6,6,2,1,3,1
NL,Netherlands,47.11417366,3.815,4,6,6,6,4,4,4,2
NL,Netherlands,47.11417366,3.815,6,6,6,6,2,1,1,1
NL,Netherlands,47.11417366,3.815,5,5,5,6,5,2,3,3
NL,Netherlands,47.11417366,3.815,8,6,3,8,4,2,2,2
NL,Netherlands,47.11417366,3.815,5,5,5,6,4,4,4,3
NL,Netherlands,47.11417366,3.815,5,5,5,5,5,5,2,4
NL,Netherlands,47.11417366,3.815,6,6,6,6,1,2,1,1
NL,Netherlands,47.11417366,3.815,5,5,3,6,3,3,3,2
NL,Netherlands,47.11417366,3.815,4,6,6,6,4,1,3,3
NL,Netherlands,47.11417366,3.815,2,6,6,6,3,2,3,3
NL,Netherlands,47.11417366,3.815,5,6,6,6,4,4,2,3
NL,Netherlands,47.11417366,3.815,5,6,6,6,1,4,3,1
NL,Netherlands,47.11417366,3.815,6,6,6,6,4,1,2,4
NL,Netherlands,47.11417366,3.815,4,5,4,5,2,3,2,1
NL,Netherlands,47.11417366,3.815,8,6,6,6,2,4,1,1
NL,Netherlands,47.11417366,3.815,5,6,6,6,2,1,1,2
NL,Netherlands,47.11417366,3.815,6,6,6,6,3,3,2,3
NL,Netherlands,47.11417366,3.815,6,3,3,6,5,5,3,5
NL,Netherlands,47.11417366,3.815,4,5,5,5,4,4,1,1
NL,Netherlands,47.11417366,3.815,6,6,6,6,5,1,3,3
NL,Netherlands,47.11417366,3.815,4,6,6,6,5,1,2,1
NL,Netherlands,47.11417366,3.815,4,6,6,6,5,3,1,1
NL,Netherlands,47.11417366,3.815,5,4,5,4,1,2,3,1
NL,Netherlands,47.11417366,3.815,5,5,5,5,3,2,2,1
NL,Netherlands,47.11417366,3.815,3,5,5,6,1,4,1,1
NL,Netherlands,47.11417366,3.815,5,6,6,6,3,3,3,2
NL,Netherlands,47.11417366,3.815,5,6,6,6,5,5,1,2
NL,Netherlands,47.11417366,3.815,6,6,6,6,4,2,2,1
NL,Netherlands,47.11417366,3.815,4,6,6,6,5,4,2,1
NL,Netherlands,47.11417366,3.815,4,4,4,5,2,2,5,4
NL,Netherlands,47.11417366,3.815,4,6,6,6,1,1,1,1
NL,Netherlands,47.11417366,3.815,3,5,6,6,2,5,4,2
NL,Netherlands,47.11417366,3.815,2,3,3,3,3,4,3,3
NL,Netherlands,47.11417366,3.815,5,5,5,4,4,1,2,1
NL,Netherlands,47.11417366,3.815,5,5,6,5,5,5,2,2
NL,Netherlands,47.11417366,3.815,6,6,6,6,1,3,1,1
NL,Netherlands,47.11417366,3.815,6,6,6,6,2,1,4,4
NL,Netherlands,47.11417366,3.815,5,5,5,6,3,1,2,4
NL,Netherlands,47.11417366,3.815,5,5,5,5,4,2,2,2
NL,Netherlands,47.11417366,3.815,6,6,6,6,2,3,5,3
NL,Netherlands,47.11417366,3.815,6,6,6,6,2,2,2,1
NL,Netherlands,47.11417366,3.815,4,4,4,6,1,1,1,1
NL,Netherlands,47.11417366,3.815,4,3,4,5,1,3,1,4
NL,Netherlands,47.11417366,3.815,6,6,6,6,3,5,5,3
NL,Netherlands,47.11417366,3.815,3,4,3,5,3,2,3,2
NL,Netherlands,47.11417366,3.815,4,6,6,6,3,1,4,1
NL,Netherlands,47.11417366,3.815,6,6,6,6,5,5,3,4
NL,Netherlands,47.11417366,3.815,5,6,6,6,1,1,2,2
NL,Netherlands,47.11417366,3.815,6,6,6,6,5,4,5,2
NL,Netherlands,47.11417366,3.815,6,4,3,5,3,2,1,5
NL,Netherlands,47.11417366,3.815,2,6,6,6,1,2,2,2
NL,Netherlands,47.11417366,3.815,4,4,4,6,4,1,1,1
NL,Netherlands,47.11417366,3.815,3,3,3,3,3,1,2,3
NL,Netherlands,47.11417366,3.815,3,3,3,3,3,3,3,3
NL,Netherlands,47.11417366,3.815,3,3,4,4,4,1,4,3
NL,Netherlands,47.11417366,3.815,5,5,5,6,3,4,3,1
NL,Netherlands,47.11417366,3.815,6,6,6,6,1,1,2,4
NL,Netherlands,47.11417366,3.815,8,4,4,5,3,4,4,8
NL,Netherlands,47.11417366,3.815,4,5,5,4,2,1,1,2
NL,Netherlands,47.11417366,3.815,4,3,3,3,1,1,1,4
NL,Netherlands,47.11417366,3.815,6,6,5,6,2,5,2,2
NL,Netherlands,47.11417366,3.815,5,2,3,5,2,1,3,3
NL,Netherlands,47.11417366,3.815,6,6,5,6,5,4,1,3
NL,Netherlands,47.11417366,3.815,3,3,3,3,2,5,3,1
NL,Netherlands,47.11417366,3.815,4,5,5,5,3,4,3,2
NL,Netherlands,47.11417366,3.815,6,6,6,6,4,4,4,2
NL,Netherlands,47.11417366,3.815,4,5,5,6,4,4,1,2
NL,Netherlands,47.11417366,3.815,4,6,5,6,3,3,2,4
NL,Netherlands,47.11417366,3.815,6,6,6,6,5,3,1,3
NL,Netherlands,47.11417366,3.815,3,5,5,5,2,2,2,2
NL,Netherlands,47.11417366,3.815,4,6,6,6,1,4,1,1
NL,Netherlands,47.11417366,3.815,6,6,6,6,3,3,3,2
NL,Netherlands,47.11417366,3.815,6,6,6,6,3,1,1,2
